en,ˈbɑɹtəɹ
en,swɒp
en,tɹeɪd
en,vɝb
en,vɜːb
en,kɹɑːft
en,kɹæft
en,ˈsʌbstəntɪv
en,ˈtɹeɪdˑwɪnd
en,diːl
en,diːl
nl,diːl
en,ˈmɝtʃənˌdaɪs
en,ˈmɝtʃənˌdaɪz
en,ˈmɜːtʃənˌdaɪs
en,ˈmɜːtʃənˌdaɪz
nl,proːˈdʏkt
en,ˈiːɡəl
en,njuːˌmɒnəʊʌltɹəmaɪkɹəʊˈskɒpɪkˌsɪlɪkəʊvɒlkeɪnəʊkəʊniˈəʊsɪs
en,nuˌmɑːnoʊʌltɹəmaɪkɹoʊˈskɑːpɪkˌsɪlɪkoʊvɑːlkeɪnoʊkoʊniˈoʊsɪs
en,hɛd
en,ˈpʌmpkɪn
en,neɪm
zza,nɔːme
en,ɛf
en,f
az,f
nl,ɛf
eo,fo
eo,f
fo,f
ff,f
is,ɛfː
io,f
io,fe
no,efː
no,f
ro,f
sms,f
tk,ɸ
en,fɑ
hts,fa
sco,fa
de,ˈfaːbian
en,ˈfeɪbəl
nb,fɑːblə
nn,fɑːblə
en,ə
en,ə
en,ə
en,ə
en,ə
nl,aː
de,a
osx,ɑː
pt,ˌa
cy,a
en,ɑːm
en,ɑm
nl,aːm
hrx,ɔːm
en,ˈɑːdˌwʊlf
nl,ˈaːrtˌʋɔlf
de,ap
en,æb
aib,ɑb
ca,ap
ca,ab
ca,aβ
da,ab
da,aːb
yuy,abqʰə
de,ap
ga,abˠ
ga,əbˠ
quc,aːɓ
nb,abː
nb,aːbe
cy,ab
en,æbˈæsɪneɪt
en,əˈbæk
en,əˈbæk
pt,ɐbɐktˈoɾ
en,ˈæbəkəs
en,ˈæbəkaɪ
en,ˈæbəˌkaɪ
en,əˈbæft
en,əˈbɑːft
en,əˈbæft
en,əˈbɑft
en,əˈbænd
en,əˈbænd
en,əˈbeɪs
en,əˈbeɪst
en,əˈbeɪst
en,əˈbæʃ
en,əˈbæʃ
en,əˈbeɪt
en,əˈbeɪt
gl,aβaˈteɾ
pt,ɐβɐkˈsjal
ro,abakˈsjal
en,əˈbeɪ
en,æb
sco,ab
sv,ˈabːɔt
sco,əˈbriːvɪət
en,əˈbɹiːvieɪtɪd
ms,abdomən
nb,abdoːmən
de,apdomiˈnaːl
nb,abdominɑːl
pt,aβðomɪˈnaɫ
en,æbˈdʌkt
en,əˈbɛd
en,əˈbɛd
en,əˈbiːl
en,əˈbil
en,ˈeɪbəlmɒsk
en,ˈeɪbəlˌmɑsk
en,əˈbɜɹ
en,əˈbɛt
en,æbˈhɔɹ
en,ɑˈviv
en,əˈbaɪd
en,əˈbaɪd
mfe,abime
en,ˌeɪbaɪəʊˈdʒɛnəsɪs
en,ˌeɪˌbaioʊˈdʒɛnəsɪs
en,æbˈdʒɛkt
nl,ɑbˈjɛkt
en,æbˈdʒʊɹ
en,ˈɑbˌlaʊt
sh,ǎblaut
en,əˈbleɪz
sco,ebl
sco,jɪbl
en,əˈbluːm
en,əˈblʌʃ
en,əˈbɔːd
en,əˈbɔɹd
en,əˈbəʊd
en,əˈboʊd
en,əˈbɒlɪʃ
ms,abomasum
en,əˈbun
en,əˈbɔːd
en,əˈbɔɹd
en,əˈbɔːt
en,əˈbɔɹt
nb,ɑˈbɔɾt
en,əˈbɔt
en,əˈbaʊnd
en,əˈbaʊnd
en,əˈbaʊt
en,əˈbʌʊt
en,əˈbɛʊt
en,əˈbʌv
en,əˈbʌv
en,əˈbɑks
en,ˌabɹəkəˈdabɹə
en,əˈbɹeɪd
en,əˈbɹeɪd
en,əˈbɹeɪd
ga,ˈabˠɾˠədʲ
en,əˈbɹeɪz
en,ˈɑˌpɹaʊm
en,əˈbɹɛst
enm,aˈbrɛdʒən
en,əˈbɹɔːd
en,əˈbɹɔd
en,əˈbɹud
en,əˈbɹʊk
ro,aˈbrupt
en,ˈæbsɛs
en,əbˈsɪnd
en,əbˈsɪs
en,æbˈsɪs
xug,kˀuɾumaː
mvi,kuɾuma
ryu,kuɾuma
rys,kuɾuma
yoi,kuɾuma
en,ɒn
en,ɑn
en,ɔn
eu,on
cs,on
io,on
sh,ôːn
sk,ɔn
nl,kʏn
en,əbˈskɒnd
en,əbˈskɑnd
en,ɒd
en,ɑd
en,kwɪz
da,kvis
en,mɪˈlɛnɪəm
da,milɛniɔm
en,ˈɹæptɚ
en,wik
en,wiːk
nl,ʋeːk
en,əˈbæʃt
en,liːp
en,njuː
en,nu
en,nu
amm,nu
beu,nu
da,nu
nl,ny
eo,nu
de,nuː
kos,nu
mtq,nuː¹
nap,nu
pt,ˈnu
ro,nu
sh,nu
sv,nʉː
wau,nu
en,ˈwɒtʃˌlɪst
jbo,ˈbonɡu
nl,ˈlɛntə
nap,ˈlɛntə
nl,ˈzoːmər
nl,ɦɛrfst
en,ˈwɪntə
en,ˈwɪntɚ
enm,ˈwintər
fy,ˈvɪntər
en,ˈboʊn
en,bəʊn
en,bəʉn
en,bɐʉn
hts,bone
en,ˈsɜːvənt
en,ˈsɝvənt
en,ˈɹəʊbɒt
en,ˈɹoʊbɑt
en,ˈɹoʊbət
en,ˈɪŋɡlɪʃ
en,ˈɪŋɡlɪʃ
en,ˈɪŋɡləʃ
en,təˈdeɪ
en,təˈdeɪ
en,ˈwaɪ
en,i
az,j
kw,iː
nl,ɛɪ
fo,iː
ff,j
de,yː
de,ˈʏpsilɔn
ht,j
io,j
io,je
ltg,ɨ
lt,iː
no,yː
no,yː
tpw,ˈʔɨ
ro,j
es,ʝ
es,i
es,ʝ
tk,ɯ
cy,ə
cy,əː
cy,ə
cy,ə
en,ˈðiː
en,ði
en,ðə
hts,tʰe
ia,te
en,æbˈsɛnt
en,æbˈsɛnt
ro,abˈsent
en,əbˈzɒlv
en,æbˈzɑlv
en,æbˈsɔɹpt
en,əbˈsteɪn
en,əbˈsteɪn
en,æbˈstɝs
sco,əbˈstɛrʃən
de,apstiˈnɛnt
enm,abˈstraktliː
en,əbˈstɹuːs
en,æbˈstɹus
en,əbˈsum
en,æbˈsum
en,əˈbuːnə
en,əˈbɝːst
en,əˈbɝst
en,əˈbʌt
en,əˈbʌt
en,əˈbʌz
en,əˈbaɪ
sco,əˈbaɪ
en,əkˈsɛpt
en,əkˈsɛpt
en,əkˈsɛsəɹi
en,ækˈsɪzməs
en,æklɪˈmeɪʃən
nl,ɑkoːˈlaːdə
en,əˈkɔːdɪŋ
en,əˈkɹəʊtʃ
en,əˈkɹuːəl
en,əˈkiːn
en,ˈplʊɹəl
de,pluˈʁaːl
mt,plʊˈrɐːl
pt,pluˈɾaw
pt,pluˈɾal
enm,aːliˈɛːn
enm,ˈaːliant
en,ˈsiːzən
en,ˈsizən
en,ˈɔːtəm
en,ˈɔtəm
en,ˈsʌmɚ
en,spɹɪŋ
nl,sprɪŋ
de,ʃpʀɪŋ
enm,sprinɡ
hil,ˈlibɾɛ
tl,ˈlibɾɛ
ca,də
ca,de
da,di
nl,də
hrx,tə
io,de
ga,dʲɛ
ga,ɡə
ga,dʲɛ
lij,de
nds,deː
mfe,de
nb,diː
pt,dɨ
pt,de
pt,di
pt,di
ro,de
gd,tʲe
es,de
es,de
srn,de
sv,dɔm
sv,deː
sv,diː
sv,dɪ
sv,diː
cy,deː
en,ɛn
en,ɛn
en,ɪn
en,ɒn
af,ɛn
af,ən
gsw,ən
ca,ən
ca,en
da,en
nl,ɛn
nl,ən
gl,eŋ
io,en
lb,en
dum,en
gml,ɛn
gml,ən
nb,ˈeːn
nb,ən
fro,en
osx,ˈɛːn
sv,ɛnː
sv,ɛnː
sv,ɛŋː
sv,eːn
cy,ɛn
fy,ɛn
en,hɛt
af,ɦɛt
nl,ət
dum,het
ang,heːt
cy,hɛt
en,væn
af,fan
da,vaːn
da,vaːn
da,van
nl,vɑn
ro,van
en,həʊd
en,hoʊd
af,hut
nl,ɦut
cy,hoːd
nl,ɪk
enm,ik
gml,ɪk
frr,ɪk
fy,ɪk
fy,k
en,tiː
af,tə
da,teː
ing,tʰe
nl,tə
fo,tʰeː
is,tʰɛː
io,te
ga,tʲɛ
ki,tɛ
lt,tʲɛ
dum,tə
nap,te
nb,teː
nn,teː
pt,tɨ
pt,tɪ
ro,te
srn,te
sv,teː
cy,teː
en,dæt
nl,dɑt
de,dat
de,dɐt
dsb,dat
lb,daːt
lb,dat
dum,dat
fy,dɔt
en,daɪ
af,di
da,diːə
nl,di
de,diː
de,dɪ
dum,diə
en,ɪn
en,ɘn
en,ɪn
en,ən
en,ɘn
nl,ɪn
egl,in
de,ʔɪn
it,ˈin
lij,iŋ
lij,in
enm,in
enm,in
enm,in
sv,ɪn
cy,ɪn
fy,ən
nl,ən
nl,eːn
hrx,eːn
lb,eːn
stq,eːn
nl,nit
nl,ni
nl,zən
en,ˈɡuːɡəl
en,lɛnz
nl,lɛns
jbo,ˈɡerku
en,ʍɒtˈɛvə
en,wʌtˈɛvɚ
en,tɹænzˈvɛstaɪt
en,ˈfæni
en,dɛt
de,oˈrãːʃ
de,oˈrãːʒə
sv,ʊˈranʃ
en,ˈpəʊlɪʃ
en,ˈpoʊlɪʃ
dum,ˈzɛːvən
enm,ˈsøːvən
enm,ˈsɛːvən
en,bɜːθ
en,bɝθ
en,əˈkɔːd
en,wʊlf
en,wʊlf
en,wʊlf
en,wʊf
en,wʌlf
nl,ʋɔlf
enm,wulf
goh,wolf
en,kɹæɡi
en,ˈplænɪt
en,ˈplænət
sh,plǎneːt
tr,pɫaˈnet
en,stɑɹ
mt,staːr
en,skaɪ
enm,skiː
nn,ʃyː
sv,ɧyː
en,ˈɒbfʌskeɪt
en,ˈɑːbfʌskeɪt
en,ˈkæn
en,ˈkæn
en,kən
en,ˈkæn
en,ˈkæːn
ast,kaŋ
nci,kaːn
gl,ˈkaŋ
gl,ˈkaŋ
gl,ˈkaŋ
ga,kanˠ
it,kan
es,kan
tr,dʒan
vec,kaŋ
cy,kan
mul,o
en,əʊ
en,oʊ
az,ɔ
bor,ˈɔ
cs,o
nl,oː
fo,oː
ff,dʒ
io,o
it,ɔ
it,o
lij,u
lt,oː
gml,œːj
nap,oː
no,uː
no,uː
pt,ɔ
pt,u
rap,o
ro,o
sh,o
sh,o
sms,o
sv,uː
sv,uː
tl,ɔː
tr,o
tk,o
vo,o
cy,oː
cy,oː
cy,oː
en,ˈzɪəɹəʊ
en,ˈnʌmbə
en,ˈnʌmbɚ
en,ˈnʌmə
en,ˈnʌmɚ
en,ɒksɪˈmɔːɹɒn
en,ˌɑksiˈmɔɹɑn
en,ˈnjuːməɹəl
en,ˈnuməɹəl
ia,numeˈral
en,ˈæski
en,ˈbjʊəɹəkɹæt
en,ˈbjʊɹəkɹæt
en,əˈtʃiːvmənt
en,eɪˈkɹɒnɪk
en,tæˈkɪɡɹəfi
en,ˌpɒlɪθiːˈɪstɪk
en,ˈtɹɛki
en,ɡɹoʊθ
en,ɡɹəʊθ
en,pəˈɹoːl
eo,paˈrole
sk,ˈparɔɫ
en,ˈtaɡəɹəm
en,ˈtæɡəɹəm
sco,ˈtɑɡərəm
gd,tɤɾʲɤm
en,daɪz
sh,ɡěrmaːn
pt,ˈfak
en,ˈdɛkeɪd
en,ˈdɛkeɪd
en,ˈdɛkəd
en,dɒtˈkɒm
en,ˌdɑtˈkɑm
en,ˈdɒtkɒm
en,ˈdɑtˌkɑm
en,ɡɹɑːs
en,ɡɹæs
en,wʌn
en,wan
en,wɒn
en,wʌn
en,oʊn
en,tuː
en,tu
en,twuː
stq,tvɔ
en,θɹiː
en,fɹiː
en,θɹiː
en,θɹiː
sco,θriː
sco,θrəi
sco,triː
en,fɔː
en,fɔɹ
en,foə
en,foː
en,faɪv
en,fäːv
en,fɑev
enm,ˈfiːv
sco,faiːv
sco,fɛv
wa,fiːf
en,ˌsiːˌaɪˈeɪ
en,ˈdʒiːjuːaɪ
en,ˈsiːm
hts,seme
it,ˈseme
en,kɹuːd
en,kɹʉd
en,aɪ
en,aɪ
en,aɪ
amm,ĩː
az,ɪ
bor,iː
nci,iː
cs,ɪ
dhv,i
nl,i
egl,i
eo,i
fo,iː
is,ɪː
io,i
ga,ɪ
lij,i
lt,ɪ
dni,i
lut,i
gml,iː
mwl,i
frr,ɪ
nb,iː
nb,iː
nn,iː
pt,i
ro,i
ro,i
sco,ɪ
sh,i
sh,i
sms,i
sk,ˈi
es,i
es,i
sv,iː
sv,iː
tk,i
cy,iː
lwh,i³³
en,ˈlɛtɚ
en,jɪə
en,jɪɹ
en,jɜː
en,dɪˈkɹɪpt
en,ˈaɪɹɪʃ
en,ˈaɪəɹɪʃ
en,ˈaɪɹəʃ
en,ˈsɛkənd
en,ˈsɛkɪnd
en,səˈkɒnd
en,klɒk
en,klɑk
en,ˈmɪlɪˌsɛkənd
en,dʒəˈpæn
nl,jaːˈpɑn
fo,ˈjaːpan
de,ˈjaːpan
is,ˈjaːpʰaːn
sh,jǎpaːn
sv,¹jɑːpan
en,fjuː
en,fju
en,miːt
en,mit
en,bɪə
en,bɪɹ
en,bɛə
af,bɪər
nl,beːr
ang,mɑnː
lb,mɑn
nb,mɑn
nn,mɑnː
en,ˈsuːdoʊ
en,ˈsuːdoʊ
en,ʌmˈbɹɛlə
en,ˈʌmbɹɛlə
mt,ʊmˈbrɛlla
de,deˈtsɛmbɐ
lb,deˈtsæmbeʀ
en,ˈtʃɛːmən
en,bɪt
nl,bɪt
dsb,bʲit
no,biːt
no,bɪtː
no,biːt
no,biːt
sh,bîːt
sh,bît
sv,biːt
sv,bɪt
tr,ˈbit
en,ˈmɒndəɡɹiːn
en,ˈmɑndəɡɹiːn
en,pɔɪnt
en,sʌn
kgp,ˈʃudn
sco,sʌn
en,mæn
af,man
sq,man
zh,mɛːn⁵⁵
zh,mɛːn⁵⁵
da,maːn
da,man
da,maːn
de,man
is,man
lb,maːn
miq,man
nb,mɑn
nb,mɑːn
srn,man
sv,ˈman
sv,ˈmɑːn
cy,man
fy,mɔn
en,ˈvɪvɪfʌɪ
el,ˈscilos
en,ɹɪˈzaɪl
en,ɹəˈzaɪl
en,biː
en,bi
beu,be
io,be
nn,beː
tzo,ɓɛ
en,ɪz
en,ɘz
en,aɪz
af,əs
da,iːs
nl,ɪs
ga,ɪsˠ
ga,ɪsˠ
ga,ʃ
enm,iːs
enm,is
nn,iːs
pt,ˈis
pt,ˈiʃ
cy,iːs
cy,iːʃ
en,ɑɹ
en,aʊɚ
en,ɚ
en,ɛə
en,ɛəɹ
ang,ˈɑːre
ro,ˈare
en,ˈθænəˌtɒs
en,kwəˈtɪdɪən
en,kwɵˈtɪdɪən
en,pɹoʊˈlɪks
en,ˈkwɒlɪti
en,ˈkwælɪti
en,ˈkwɑləti
en,ˈnɪɡɚ
sv,ˈnɪɡːer
en,kʌnt
en,dɪk
de,dɪk
en,ˈdɪkhɛd
en,ˈmʌðəˌfʌkə
en,ˈmʌðɚˌfʌkɚ
en,ˈbɪblɪkəl
en,ˈflætjʊlənt
de,flatuˈlɛnt
en,fɑːt
en,fɑɹt
da,fart
no,fɑrt
en,ɹeɪp
it,ˈrape
en,kætəˈfɔɹə
en,kʌm
en,kʌm
ga,kuːmˠ
ga,kʊmˠ
sco,kʌm
gd,kʰuːm
en,tɹænsˈfaɪnaɪt
en,ʌnˈkaʊntəbəl
sh,mǎndaːt
en,ˈdɑktɹɪn
en,ˈdɒktɹɪn
en,pɔɹt
en,pɔːt
en,poət
da,port
nl,pɔrt
nb,puʈ
fro,pɔrt
en,kɒd
en,kɑd
enm,kɔd
sco,kɔd
cy,koːd
en,pɪst
en,sɪks
enm,ˈsiks
en,ˈkɒmɪti
en,ˈɛdwəd
en,ˈɛdwɚd
en,ˌæntɪˈsɛmɪˌtɪzəm
eo,ˈhundo
da,hun
enm,hund
nb,hʉn
sv,hɵnd
en,ɒs
en,ɑs
da,ɔs
da,oːs
dta,ɔs
nl,ɔs
ga,ɔsˠ
ga,ʌsˠ
gml,œs
no,uːs
pt,uʃ
pt,us
pt,os
sh,ôːs
sk,ɔs
cy,ɔs
en,kwiːf
sco,kwif
da,ɔnsda
sv,ˈʊnsdɑːɡ
sv,²vɛka
en,deɪt
da,deɪt
da,deɪte
en,ˈnæsə
de,ˈnaːza
en,ɛləʊˈɛl
en,ˌɛlˌoʊˈɛl
af,lɔl
nl,lɔl
vo,lol
cy,lɔl
eo,ˈluu
en,bɒt
en,bɑt
af,bɔt
nl,bɔt
enm,bɔːt
sv,buːt
fy,bot
fy,bot
en,ˈjəʊhəʊhəʊ
en,ˈjoʊhoʊhoʊ
mfe,advɛːb
sh,ǎdʋerb
en,ˈtɹænzɪtɪv
en,ˌɛspəˈɹæntəʊ
en,ˌɛspəˈɹæntoʊ
eo,espeˈranto
de,ˌɛspəˈʁanto
it,ˈsabato
en,bɪˈkɒz
en,bɪˈkɔːz
en,biˈkɔz
en,bɪkəz
en,faɪst
en,fluːt
en,ˈɹeɪlˌweɪ
en,ˈpeɪsəʊ
en,ˈpɛsoʊ
eo,ˈpeso
en,sɛnˈtɑːvoʊ
en,ˈbɪljən
sga,ˈestar
pt,ˈtaɾ
pt,ˈta
es,esˈtaɾ
en,ˈtɹɪljən
en,ɛpɪˈzuːdɪk
en,ˈlɪbɛɹəʊ
it,ˈlibero
en,eɪt
en,naɪn
gsw,ˈninə
sco,nəin
en,tɛn
en,tɪn
nl,tɛn
enm,teːn
enm,tɛn
ppl,teːŋ
ppl,teŋ
sco,tɛn
sk,tɛn
en,ˈsɪŋɡjəlɚ
en,ˈsɪŋɡjʊlə
en,ˈɡɹɒk
en,ˈɡɹɑk
en,bʌmf
en,kɹæp
ro,krap
en,ˈɛvɹibɒdi
en,ˈɛvɹibʌdi
en,ɹiˈælɪti
en,daʊ
en,mjuˈzɪʃən
en,ˈbɹæzɪɛə
en,ˈbɹæsɪɛə
en,bɹəˈzɪɹ
en,stɒk
en,stɑk
ki,aɾia
en,hɛl
de,hɛl
lb,hæl
en,ˈpɛnsəl
en,ˈpɛnsɪl
en,kənˈsiːl
en,dʌtʃ
en,ˈnɛðələndz
en,ˈnɛðɚləndz
en,ɹæm
en,ˈmjuːzɪk
en,ˈmjuzɪk
en,ˈsiːkɹɪt
en,ˈsiːkɹət
en,ˈsiːkɹɛt
ro,seˈkret
en,ˈməʊst
en,ˈmoʊst
nl,mɔst
sh,môːst
en,fɪə
en,fɪɹ
en,fiːɹ
en,ˈdʒɜɹ
en,wɔː
en,wɔɹ
en,wɑɹ
nl,ʋɑr
nl,eːˈy
nb,deːʋədeː
nn,deːʋədeː
en,piːs
en,ænd
en,ənd
da,and
et,ɑnʲˑt
enm,and
enm,an
nb,ɑnː
nn,ɑnː
sv,and
en,ˈkʌntɹi
en,ˈkɐntɹi
en,kənˈdʒʌŋkʃən
en,ˈjʊəɹəʊ
en,ˈjʊɹoʊ
da,œvro
nl,ˈøːroː
en,ˈlaɪftaɪm
he,χaˈtul
he,xɔˈsojl
he,ħɔˈθøːl
he,jad
he,jaˈdid
en,ˈnʌlɪfaɪ
en,ɪmˈbɛlɪʃ
en,ˈhæmpɚ
en,ˈɹɛlɪɡeɪt
en,ˈɹɛlɪɡət
en,ˈɹɛlɪɡət
en,ɪˈɹɑːk
en,ɪˈɹak
en,ɪˈɹæk
en,ləˈkɒnɪk
en,ləˈkɑnɪk
en,mɨˈtɪkjɨlɨs
en,ˈvaɪəbəl
en,ˈbɛldʒəm
en,ɡɹiːs
en,fɹɑːns
en,fɹæns
en,ˈɪzɹeɪəl
en,ˈɪzɹaɪɛl
de,ˈɪsʀaeːl
ia,israˈel
he,ˈʔæræsˤ
he,ˈʔɛʀɛsˤ
he,ˈʔeresˤ
nb,fɪnlɑn
sv,ˈfɪnˌland
sv,ˈfinlɑnd
en,məˈɹɒkəʊ
sk,ˈɛɡipt
en,ˈtɹiːti
en,ˈtɹiːti
en,ˈtɹiːəti
en,ˈtɹiːdi
it,ˈaustrja
en,məˈleɪʒə
en,ˈfɪlɪpinz
en,ɪnˈfleɪʃən
en,ˈkʌɹəntli
en,naʊ
en,bæŋk
nl,bɑŋk
id,baŋ
nb,bɑŋk
nn,bɑŋk
sv,ˈbaŋːk
tr,ˈbɑŋk
en,ˈdɛfɪsɪt
en,ˈdɛfəsɪt
en,ˈfɪskəl
en,tæks
en,ikəˈnɑmɪks
en,ikəˈnɒmɪks
en,ˈɜːbən
en,ˈɝbən
de,ʊʁˈbaːn
pms,yrˈbaŋ
sh,ûrbaːn
nn,²oːpɛn
en,sləʊ
en,sloʊ
en,ˈpɒləsi
en,ˈpɑləsi
en,ˈmʌndəpə
en,skɑːp
en,skɑɹp
en,fɹuːt
en,fɹut
fro,fryjt
en,ˈmæməl
en,ˈveɪpɚwɛɹ
de,uːr
en,ɹɪˈlɪdʒən
sv,rɛlɪˈjuːn
en,bɪɡ
nl,bɪx
ga,bʲɪɟ
sco,bɪɡ
cy,biːɡ
en,wɔːl
en,wɔl
en,wɑl
sco,wɑl
en,ˈmɔːnɪŋ
en,ˈmɔɹnɪŋ
en,sɛnd
da,sɛn
en,ˈmɑːkɪt
en,ˈmɑɹkɪt
en,fuːd
en,fud
en,ˈmiːtɪŋ
en,ˈmitɪŋ
pt,mũˈdjaɫ
en,ˈɡləʊbəl
en,ˈɡloʊbəl
en,ˌɡloʊbəlɪˈzeɪʃən
en,əˈlaɪvnəs
en,wɜːld
en,wɝːld
en,wɵːld
enm,wurld
en,teɪk
mfe,take
en,ˈmækɹoʊˌvaɪɹəs
en,bʌt
en,bʌt
en,bʊt
en,bət
mt,buːt
sh,bût
vo,but
en,seɪ
en,ɪnˈvɛstmənt
en,lɑːst
en,læst
en,last
en,ɫast
da,last
nl,lɑst
fo,last
is,last
en,ɪnˈkɹiːs
en,ˈɪnkɹiːs
en,ˈjɛstədeɪ
en,ˈjɛstɚdeɪ
en,ˈjɪstɚdeɪ
enm,ˈjɛstərdɛi
en,ˈkʌmpəni
en,ˈfɔɹkæst
en,ˈfɔːkɑːst
de,ˈʔalzoː
lb,ˈalzo
dum,ˌalˈzoː
en,æd
sco,ad
en,ˈɡliːmɪŋ
en,ˈhaɪdɪŋ
en,nɛtwɜːk
en,nɛtwɝk
en,ˈfɹiːkwənsi
en,ˈməʊbaɪl
en,ˈmoʊbəl
en,ˈmoʊbil
en,ˈmoʊbəl
en,ˈmoʊbəl
en,ˈmoʊbil
de,ˌɛsʔɛmˈʔɛs
de,ˌɛsɛˈmɛs
en,wɜːk
en,wɝk
en,wəik
en,fɜːst
en,fɝst
en,fɪrst
de,diɡiˈtaːl
en,ˈɹeɪdiˌəʊ
en,ˈɹeɪdiˌoʊ
nl,ˈraːdijoː
io,ˈradio
it,ˈradjo
sh,râːdio
cy,ˈradjɔ
en,ˈeɪʒən
io,tsi
ia,tsi
cy,kiː
fo,ʊmː
de,ʊm
ga,ʊmˠ
pt,ũ
szw,um
sco,ʌm
sh,ûːm
sk,ˈum
en,kənˈsɛnt
en,ˈkɛːfəl
en,taɪm
en,tɑem
en,tɜːm
eo,ˈtime
nn,²tiːmə
en,ˈʃɹɪŋk
en,ðaʊ
en,ðaʊ
en,θaʊ
en,θaʊ
en,ðəʊ
en,ðoʊ
nl,ɑfˈxaːniˌstɑn
ms,albaniə
ms,albania
nb,ɑɾmɛːnjɑ
cy,arˈmɛnja
en,æŋˈɡəʊlə
en,æŋˈɡoʊlə
fo,aŋˈkoːla
nb,ɑŋɡulɑ
sh,anɡôːla
nb,ɑɾɡəntɪːnɑ
sh,arɡentǐːna
en,bɑːˈɹeɪn
en,bʊˈɹʊndi
sh,burûndi
en,bɹəˈzɪl
en,buːˈtɑːn
nl,buˈtaːn
de,buˈtaːn
en,bɒtˈswɑːnə
en,bɑːtˈswɑːnə
en,bəˈliːz
en,ˈkænədə
gsw,xilə
en,kæməˈɹuːn
nl,ˈʃinaː
de,ˈçiːna
de,ˈkiːna
hrx,ˈʃiːna
en,ˈkjuːbə
pt,ˈkuβɐ
en,keɪpˈvɝd
en,dʒɪˈbuːtiː
en,sɛkt
en,pəˈlɪtɪkəl
en,ˈsudoʊnɪm
da,sœvdonyːm
en,fɔːls
en,fɔls
en,speɪn
en,blʌd
en,blʊd
nl,bloːt
enm,bloːd
en,eɪdz
pt,ˈajds
en,dɪˈziːz
en,dɪˈziz
en,ɡəˈbɒn
sh,ɡǎboːn
en,ˈɡɑːnə
en,ˈɡɑnə
de,ˈɡaːna
en,ˌɛpɪˈdɛmɪk
sh,xônduraːs
de,haˈiːti
en,ˌɪndəˈniʒə
it,indoˈnɛzja
ms,indonesiə
ms,indonesia
en,ˈaɪəɹlənd
en,ˈaɪələnd
fo,ˈɪntia
ga,ˈɪnʲdʲiə
en,ɪˈɹɑːn
en,ɪˈɹɑːn
